cause_id,acause,cause_name,cause_medium,cause_short,cause_description,cause_id_2010_gbd_round,start_date,end_date,date_inserted,inserted_by,last_updated,last_updated_by,last_updated_action
424,neo_larynx_cancer,"Malignant larynx cancer","Larynx malignant","Larynx Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
425,neo_larynx_benign,"Larynx non-malignant neoplasm","Larynx benign","Larynx NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
426,neo_lung,"Tracheal, bronchus, and lung cancer","Lung cancer","Lung C",NULL,102,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
427,neo_lung_cancer,"Malignant tracheal, bronchus, and lung cancer","Lung malignant","Lung Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
428,neo_lung_benign,"Tracheal, bronchus, and lung non-malignant neoplasm","Lung benign","Lung NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
429,neo_breast,"Breast cancer","Breast cancer","Breast C",NULL,103,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
430,neo_breast_cancer,"Malignant breast cancer","Breast malignant","Breast Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
431,neo_breast_benign,"Breast non-malignant neoplasm","Breast benign","Breast NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
432,neo_cervical,"Cervical cancer","Cervical cancer","Cervix C",NULL,104,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
433,neo_cervical_cancer,"Malignant cervical cancer","Cervical malignant","Cervix Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
434,neo_cervical_benign,"Cervical non-malignant neoplasm","Cervical benign","Cervix NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
435,neo_uterine,"Uterine cancer","Uterine cancer","Uterus C",NULL,105,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
436,neo_uterine_cancer,"Malignant uterine cancer","Uterine malignant","Uterus Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
437,neo_uterine_benign,"Uterine non-malignant neoplasm","Uterine benign","Uterine NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
438,neo_prostate,"Prostate cancer","Prostate cancer","Prostate C",NULL,106,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
439,neo_prostate_cancer,"Malignant prostate cancer","Prostate malignant","Prostate Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
440,neo_prostate_benign,"Prostate non-malignant neoplasm","Prostate benign","Prostate NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
441,neo_colorectal,"Colon and rectum cancer","Colorectal cancer","Colorect C",NULL,107,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
442,neo_colorectal_cancer,"Malignant colon and rectum cancer","Colon rectum malignant","Colorect Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2017-06-28 15:22:13",elissat,UPDATE
443,neo_colorectal_benign,"Colon and rectum non-malignant neoplasm","Colon rectum benign","Colorect NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
444,neo_mouth,"Lip and oral cavity cancer","Lip oral cavity cancer","Lip Oral C",NULL,108,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
445,neo_mouth_cancer,"Malignant lip and oral cavity cancer","Lip oral malignant","Lip Oral Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
446,neo_mouth_benign,"Lip and oral cavity non-malignant neoplasm","Lip oral benign","Lip Oral NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
447,neo_nasopharynx,"Nasopharynx cancer","Nasopharynx cancer","Nasoph C",NULL,109,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
448,neo_nasopharynx_cancer,"Malignant nasopharynx cancer","Nasopharynx malignant","Nasoph Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
449,neo_nasopharynx_benign,"Nasopharynx non-malignant neoplasm","Nasopharynx benign","Nasoph NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
450,neo_otherpharynx,"Other pharynx cancer","Other pharynx cancer","Oth Phar C",NULL,110,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
451,neo_otherpharynx_cancer,"Malignant other pharynx cancer","Other pharynx malignant","Oth Phar Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
452,neo_otherpharynx_benign,"Other pharynx non-malignant neoplasm","Other pharynx benign","Oth Phar NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
453,neo_gallbladder,"Gallbladder and biliary tract cancer","Gallbladder cancer","Gallblad C",NULL,111,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
454,neo_gallbladder_cancer,"Malignant gallbladder and biliary tract cancer","Gallbladder malignant","Gallblad Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
455,neo_gallbladder_benign,"Gallbladder and biliary tract non-malignant neoplasm","Gallbladder benign","Gallblad NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
456,neo_pancreas,"Pancreatic cancer","Pancreatic cancer","Pancreas C",NULL,112,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
457,neo_pancreas_cancer,"Malignant pancreatic cancer","Pancreatic malignant","Pancreas Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
458,neo_pancreas_benign,"Pancreatic non-malignant neoplasm","Pancreatic benign","Pancreas NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
459,neo_melanoma,"Malignant skin melanoma",Melanoma,Melanoma,NULL,113,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
460,neo_melanoma_cancer,"Malignant skin melanoma (malignant)","Malignant skin melanoma","SM Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
461,neo_melanoma_benign,"Skin melanoma non-malignant neoplasm","Skin melanoma benign","SM NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
462,neo_nmsc,"Non-melanoma skin cancer","Skin cancer","Skin C",NULL,114,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
463,neo_nmsc_cancer,"Non-melanoma skin cancer","Non-melanoma skin cancer",NMSC,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
464,neo_nmsc_benign,"Non-melanoma skin non-malignant neoplasm","Non-melanoma benign","NMS NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
465,neo_ovarian,"Ovarian cancer","Ovarian cancer","Ovary C",NULL,115,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
466,neo_ovarian_cancer,"Malignant ovarian cancer","Ovarian malignant","Ovary Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
467,neo_ovarian_benign,"Ovarian non-malignant neoplasm","Ovarian benign","Ovary NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
468,neo_testicular,"Testicular cancer","Testicular cancer","Testis C",NULL,116,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
469,neo_testicular_cancer,"Malignant testicular cancer","Testicular malignant","Testis Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
470,neo_testicular_benign,"Testicular non-malignant neoplasm","Testicular benign","Testis NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
471,neo_kidney,"Kidney cancer","Kidney cancer","Kidney C",NULL,117,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
472,neo_kidney_cancer,"Malignant kidney cancer","Kidney malignant","Kidney Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
473,neo_kidney_benign,"Kidney non-malignant neoplasm","Kidney benign","Kidney NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
474,neo_bladder,"Bladder cancer","Bladder cancer","Bladder C",NULL,118,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
475,neo_bladder_cancer,"Malignant bladder cancer","Bladder malignant","Bladder Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
476,neo_bladder_benign,"Bladder non-malignant neoplasm","Bladder benign","Bladder NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
477,neo_brain,"Brain and central nervous system cancer","Brain cancer","Brain C","Modified for the 2019 round, per INF-4894",119,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2018-10-18 09:07:50",ferdid06,UPDATE
478,neo_brain_cancer,"Malignant brain and nervous system cancer","Brain NS malignant","BNS Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
479,neo_brain_benign,"Brain and nervous system non-malignant neoplasm","Brain NS benign","BNS NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
480,neo_thyroid,"Thyroid cancer","Thyroid cancer","Thyroid C",NULL,120,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
481,neo_thyroid_cancer,"Malignant thyroid cancer","Thyroid malignant","Thyroid Mal",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-10-19 07:40:34",elissat,UPDATE
482,neo_thyroid_benign,"Thyroid non-malignant neoplasm","Thyroid benign","Thyroid NMN",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
483,neo_meso,Mesothelioma,Mesothelioma,Mesothel,NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
484,neo_hodgkins,"Hodgkin lymphoma","Hodgkin lymphoma",Hodgkin,NULL,121,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
485,neo_lymphoma,"Non-Hodgkin lymphoma",Lymphoma,Lymphoma,NULL,122,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
486,neo_myeloma,"Multiple myeloma",Myeloma,Myeloma,NULL,123,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
487,neo_leukemia,Leukemia,Leukemia,Leukemia,NULL,124,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
488,neo_other,"Other neoplasms","Other neoplasms","Oth Neopla",NULL,125,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
489,neo_other_cancer,"Other malignant neoplasms","Other malignant neoplasms","Other MN","Updated cause_name for internal reporting (INF-5188). Cause name previously revised per ticket INF-3708, INF-4133.",NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2021-04-19 13:06:32",joshuacu,UPDATE
490,neo_other_benign,"Other neoplasms","Other neoplasms","Other Neo","Cause names revised per ticket INF-3708",NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2017-11-08 12:57:35",elissat,UPDATE
491,cvd,"Cardiovascular diseases","Cardiovascular diseases",CVD,NULL,126,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
492,cvd_rhd,"Rheumatic heart disease","Rheumatic heart disease",RHD,NULL,127,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
493,cvd_ihd,"Ischemic heart disease","Ischemic heart disease",IHD,NULL,128,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
494,cvd_stroke,Stroke,Stroke,Stroke,NULL,129,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2017-09-12 16:24:47",elissat,UPDATE
495,cvd_stroke_isch,"Ischemic stroke","Ischemic stroke","Ischemic stroke",,130,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2022-05-18 16:19:35",she_prod_api,UPDATE
496,cvd_stroke_cerhem,"Intracerebral hemorrhage","Intracerebral hem",ICH,,131,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2022-05-18 16:20:05",she_prod_api,UPDATE
497,cvd_stroke_subhem,"Subarachnoid hemorrhage","Subarachnoid hem",SAH,,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2022-05-18 16:20:28",she_prod_api,UPDATE
498,cvd_htn,"Hypertensive heart disease","Hypertensive heart disease",HHD,,132,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2022-05-18 16:21:06",she_prod_api,UPDATE
499,cvd_cmp,"Cardiomyopathy and myocarditis",Cardiomyopathy,"CMP & myoc",,133,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2022-05-18 16:22:55",she_prod_api,UPDATE
500,cvd_afib,"Atrial fibrillation and flutter","Atrial fibrillation",Afib,,134,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2022-05-18 16:23:49",she_prod_api,UPDATE
501,cvd_aortic,"Aortic aneurysm","Aortic aneurysm","Aort aneur",,135,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2022-05-18 16:24:10",she_prod_api,UPDATE
502,cvd_pvd,"Lower extremity peripheral arterial disease","Peripheral artery",PAD,NULL,136,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2020-01-08 11:48:28",ferdid06,UPDATE
503,cvd_endo,Endocarditis,Endocarditis,Endocard,,137,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2022-05-18 16:24:32",she_prod_api,UPDATE
504,cvd_valvu,"Non-rheumatic valvular heart disease","Nonrheum valv diseases","Non-rheum valve HD",,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2022-05-18 16:21:38",she_prod_api,UPDATE
505,cvd_phlebitis,"Phlebitis and thrombophlebitis",Phlebitis,Phlebitis,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
506,cvd_varicose,"Varicose veins","Varicose veins",Varicose,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
507,cvd_other,"Other cardiovascular and circulatory diseases","Other cardiovascular","Other CVD","Updated cause_name for internal reporting (INF-5188).",138,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2022-05-19 08:27:39",ferdid06,UPDATE
508,resp,"Chronic respiratory diseases","Chronic respiratory","Chr Resp",NULL,139,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
509,resp_copd,"Chronic obstructive pulmonary disease",COPD,COPD,NULL,140,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
510,resp_pneum,Pneumoconiosis,Pneumoconiosis,Pneumocon,NULL,141,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
511,resp_pneum_silico,Silicosis,Silicosis,Silicosis,NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
512,resp_pneum_asbest,Asbestosis,Asbestosis,Asbestosis,NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
513,resp_pneum_coal,"Coal workers pneumoconiosis","Coal workers","Coal W",NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
514,resp_pneum_other,"Other pneumoconiosis","Other pneumoconiosis","Oth Pneum",NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
515,resp_asthma,Asthma,Asthma,Asthma,NULL,142,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
516,resp_interstitial,"Interstitial lung disease and pulmonary sarcoidosis","Interstitial lung disease",ILD,NULL,143,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
517,resp_upper,"Chronic diseases of upper respiratory system","Chronic upper resp","Resp Upper",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
518,resp_allergic,"Allergic disorders of upper respiratory system","Allergic upper resp","Resp Allerg",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
519,resp_apnea,"Sleep apnea","Sleep apnea","Sleep Apnea",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
520,resp_other,"Other chronic respiratory diseases","Other chronic respiratory","Oth Resp",NULL,144,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
521,cirrhosis,"Cirrhosis and other chronic liver diseases","Cirrhosis liver","Cirrhosis liver",,145,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2023-06-02 15:52:12",she_prod_api,UPDATE
522,cirrhosis_hepb,"Chronic hepatitis B including cirrhosis","Chronic hepatitis B","Chronic HBV",,146,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2023-06-02 15:52:28",she_prod_api,UPDATE
523,cirrhosis_hepc,"Chronic hepatitis C including cirrhosis","Chronic hepatitis C","Chronic HCV",,147,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2023-06-02 15:52:43",she_prod_api,UPDATE
524,cirrhosis_alcohol,"Cirrhosis due to alcohol","Cirrhosis alcohol","Cirr Alc",,148,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2023-06-02 15:53:14",she_prod_api,UPDATE
525,cirrhosis_other,"Cirrhosis due to other causes","Cirrhosis other","Cirr Other",,149,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2023-06-02 15:53:28",she_prod_api,UPDATE
526,digest,"Digestive diseases","Digestive diseases",Digestive,NULL,150,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
527,digest_pud,"Peptic ulcer disease","Peptic ulcer disease",PUD,NULL,151,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
528,digest_gastritis,"Gastritis and duodenitis","Gastritis & duodenitis",Gastritis,NULL,152,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-12-22 09:17:01",elissat,UPDATE
529,digest_appendicitis,Appendicitis,Appendicitis,Appendicit,NULL,153,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
530,digest_ileus,"Paralytic ileus and intestinal obstruction","Ileus & obstruction",Ileus,NULL,154,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
531,digest_hernia,"Inguinal, femoral, and abdominal hernia",Hernia,Hernia,NULL,155,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
532,digest_ibd,"Inflammatory bowel disease","Inflammatory bowel",IBD,NULL,156,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
533,digest_vascular,"Vascular intestinal disorders","Vascular intestinal","Vasc Intest",NULL,157,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
534,digest_bile,"Gallbladder and biliary diseases","Gallbladder & biliary","Gall Bile",NULL,158,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
535,digest_pancreatitis,Pancreatitis,Pancreatitis,Pancreatit,NULL,159,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
536,digest_gerd,"Gastroesophageal reflux disease","Gastro reflux disease",GERD,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
537,digest_diverticular,"Diverticular disease of intestines","Diverticular disease",Diverticular,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
538,digest_constipation,Constipation,Constipation,Constipat,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
539,digest_hemorrhoids,"Hemorrhoids, anal fissure, anal abscess, and fistula",Hemorrhoids,Hemorrhoids,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
540,digest_celiac,"Celiac disease","Celiac disease",Celiac,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
541,digest_other,"Other digestive diseases","Other digestive","Oth Digest",NULL,160,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
542,_neuro,"Neurological disorders","Neurological disorders",Neuro,NULL,161,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
543,neuro_dementia,"Alzheimer's disease and other dementias","Alzheimer's disease",Alzheimer's,NULL,162,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2018-06-07 11:06:55",ferdid06,UPDATE
544,neuro_parkinsons,"Parkinson's disease","Parkinson's disease",Parkinson's,NULL,163,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2018-06-07 11:06:55",ferdid06,UPDATE
545,neuro_epilepsy,"Idiopathic epilepsy","Idiopathic epilepsy","Idiopathic epilepsy","Modified for the 2019 round, per INF-4963.",164,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2018-11-01 09:47:23",ferdid06,UPDATE
546,neuro_ms,"Multiple sclerosis","Multiple sclerosis",MS,NULL,165,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
547,neuro_migraine,Migraine,Migraine,Migraine,NULL,166,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
548,neuro_tensache,"Tension-type headache","Tension headache","Tens Head",NULL,167,"2010-01-01 00:00:00",NULL,"2010-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
549,neuro_medache,"Medication overuse headache","Medication headache","Med Head",NULL,NULL,"2013-01-01 00:00:00",NULL,"2013-01-01 00:00:00",unknown,"2016-05-20 10:39:41",elissat,UPDATE
550,neuro_carpal,"Carpal and tarsal tunnel syndrome","Carpal tunnel",Carpal,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
551,neuro_pathy,"Neuropathies in head and face","Neuropathies head face","Neuro Head",NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
552,neuro_pathy_bells,"Bell's palsy","Bell's palsy",Bells,NULL,NULL,"2010-01-01 00:00:00",NULL,"2014-09-22 10:05:31",unknown,"2016-05-20 10:39:41",elissat,UPDATE
